date,pol_battery_prod,pol_hydro-reservoir_prod,pol_battery_cons,pol_hydro-reservoir_cons,pol_battery_soc,pol_hydro-reservoir_soc
2033-01-01 00:00:00,0.0,-7228.098,-0.0,7228.098,6400.0,8007229.098
2033-01-01 01:00:00,0.0,-7537.601000000001,-0.0,7537.601000000001,6400.0,8014767.699
2033-01-01 02:00:00,0.0,-7244.166000000001,-0.0,7244.166000000001,6400.0,8022012.865
2033-01-01 03:00:00,0.0,-5462.697,-0.0,5462.697,6400.0,8027476.562
2033-01-01 04:00:00,0.0,-4154.428,-0.0,4154.428,6400.0,8031631.99
2033-01-01 05:00:00,0.0,-614.5579999999991,-0.0,614.5579999999991,6400.0,8032247.548
2033-01-01 06:00:00,0.0,1363.5509999999995,-0.0,-0.0,6400.0,8030884.997
2033-01-01 07:00:00,0.0,3415.8979999999992,-0.0,-0.0,6400.0,8027470.099
2033-01-01 08:00:00,0.0,4928.635,-0.0,-0.0,6400.0,8022542.464000001
2033-01-01 09:00:00,0.0,6660.8,-0.0,-0.0,6400.0,8015882.664000001
2033-01-01 10:00:00,0.0,8821.813,-0.0,-0.0,6400.0,8007061.851000001
2033-01-01 11:00:00,0.0,9971.546000000002,-0.0,-0.0,6400.0,7997091.305000001
2033-01-01 12:00:00,0.0,10000.0,-0.0,-0.0,6400.0,7987092.305000001
2033-01-01 13:00:00,0.0,10000.0,-0.0,-0.0,6400.0,7977093.305000001
2033-01-01 14:00:00,0.0,10000.0,-0.0,-0.0,6400.0,7967094.305000001
2033-01-01 15:00:00,0.0,10000.0,-0.0,-0.0,6400.0,7957095.305000001
2033-01-01 16:00:00,0.0,10000.0,-0.0,-0.0,6400.0,7947096.305000001
2033-01-01 17:00:00,0.0,10000.0,-0.0,-0.0,6400.0,7937097.305000001
2033-01-01 18:00:00,117.52400000000125,10000.0,-0.0,-0.0,6276.290526315479,7927098.305000001
2033-01-01 19:00:00,17.332000000000335,10000.0,-0.0,-0.0,6258.046315789117,7917099.305000001
2033-01-01 20:00:00,0.0,10000.0,-0.0,-0.0,6258.046315789117,7907100.305000001
2033-01-01 21:00:00,0.0,10000.0,-0.0,-0.0,6258.046315789117,7897101.305000001
2033-01-01 22:00:00,0.0,10000.0,-0.0,-0.0,6258.046315789117,7887102.305000001
2033-01-01 23:00:00,0.0,10000.0,-0.0,-0.0,6258.046315789117,7877103.305000001
2033-01-02 00:00:00,0.0,10000.0,-0.0,-0.0,6258.046315789117,7867104.305000001
2033-01-02 01:00:00,0.0,10000.0,-0.0,-0.0,6258.046315789117,7857105.305000001
2033-01-02 02:00:00,0.0,10000.0,-0.0,-0.0,6258.046315789117,7847106.305000001
2033-01-02 03:00:00,0.0,10000.0,-0.0,-0.0,6258.046315789117,7837107.305000001
2033-01-02 04:00:00,0.0,10000.0,-0.0,-0.0,6258.046315789117,7827108.305000001
2033-01-02 05:00:00,0.0,10000.0,-0.0,-0.0,6258.046315789117,7817109.305000001
2033-01-02 06:00:00,46.306000000000495,10000.0,-0.0,-0.0,6209.303157894258,7807110.305000001
2033-01-02 07:00:00,367.6360000000004,10000.0,-0.0,-0.0,5822.317894735395,7797111.305000001
2033-01-02 08:00:00,0.0,10000.0,-0.0,-0.0,5822.317894735395,7787112.305000001
2033-01-02 09:00:00,0.0,10000.0,-0.0,-0.0,5822.317894735395,7777113.305000001
2033-01-02 10:00:00,0.0,7565.260000000001,-0.0,-0.0,5822.317894735395,7769549.045000001
2033-01-02 11:00:00,-2292.29695291011,8557.550952910111,2292.29695291011,-0.0,8000.0,7760992.49404709
2033-01-02 12:00:00,0.0,6392.866000000001,-0.0,-0.0,8000.0,7754600.62804709
2033-01-02 13:00:00,0.0,7203.234,-0.0,-0.0,8000.0,7747398.39404709
2033-01-02 14:00:00,0.0,8322.387999999997,-0.0,-0.0,8000.0,7739077.00604709
2033-01-02 15:00:00,0.0,9801.965999999999,-0.0,-0.0,8000.0,7729276.04004709
2033-01-02 16:00:00,0.0,9126.085,-0.0,-0.0,8000.0,7720150.95504709
2033-01-02 17:00:00,0.0,8636.376,-0.0,-0.0,8000.0,7711515.579047089
2033-01-02 18:00:00,0.0,7999.23,-0.0,-0.0,8000.0,7703517.349047089
2033-01-02 19:00:00,0.0,6958.414000000001,-0.0,-0.0,8000.0,7696559.935047089
2033-01-02 20:00:00,0.0,5488.200000000001,-0.0,-0.0,8000.0,7691072.735047089
2033-01-02 21:00:00,0.0,3939.5200000000004,-0.0,-0.0,8000.0,7687134.215047089
2033-01-02 22:00:00,0.0,1423.4320000000007,-0.0,-0.0,8000.0,7685711.783047089
2033-01-02 23:00:00,0.0,130.22799999999916,-0.0,-0.0,8000.0,7685582.555047089
2033-01-03 00:00:00,0.0,-278.5030000000006,-0.0,278.5030000000006,8000.0,7685862.058047089
2033-01-03 01:00:00,0.0,-491.9320000000007,-0.0,491.9320000000007,8000.0,7686354.990047089
2033-01-03 02:00:00,0.0,-323.22500000000036,-0.0,323.22500000000036,8000.0,7686679.215047088
2033-01-03 03:00:00,0.0,570.9509999999991,-0.0,-0.0,8000.0,7686109.264047088
2033-01-03 04:00:00,0.0,1986.161,-0.0,-0.0,8000.0,7684124.103047088
2033-01-03 05:00:00,0.0,4435.136999999999,-0.0,-0.0,8000.0,7679689.966047088
2033-01-03 06:00:00,0.0,6791.846,-0.0,-0.0,8000.0,7672899.120047088
2033-01-03 07:00:00,0.0,8058.716,-0.0,-0.0,8000.0,7664841.404047088
2033-01-03 08:00:00,0.0,6151.688000000001,-0.0,-0.0,8000.0,7658690.716047088
2033-01-03 09:00:00,0.0,3959.4360000000006,-0.0,-0.0,8000.0,7654732.280047088
2033-01-03 10:00:00,0.0,1566.994999999998,-0.0,-0.0,8000.0,7653166.285047088
2033-01-03 11:00:00,0.0,687.8679999999986,-0.0,-0.0,8000.0,7652479.417047088
2033-01-03 12:00:00,0.0,961.626000000002,-0.0,-0.0,8000.0,7651518.791047088
2033-01-03 13:00:00,0.0,2622.6009999999997,-0.0,-0.0,8000.0,7648897.190047088
2033-01-03 14:00:00,0.0,5032.691999999999,-0.0,-0.0,8000.0,7643865.498047088
2033-01-03 15:00:00,0.0,7963.178999999998,-0.0,-0.0,8000.0,7635903.319047089
2033-01-03 16:00:00,0.0,7510.528999999999,-0.0,-0.0,8000.0,7628393.790047089
2033-01-03 17:00:00,0.0,7529.246999999999,-0.0,-0.0,8000.0,7620865.543047088
2033-01-03 18:00:00,0.0,7681.1669999999995,-0.0,-0.0,8000.0,7613185.376047088
2033-01-03 19:00:00,0.0,7756.29,-0.0,-0.0,8000.0,7605430.086047088
2033-01-03 20:00:00,0.0,7205.313999999999,-0.0,-0.0,8000.0,7598225.772047088
2033-01-03 21:00:00,0.0,5622.335999999999,-0.0,-0.0,8000.0,7592604.436047087
2033-01-03 22:00:00,0.0,3714.133,-0.0,-0.0,8000.0,7588891.303047087
2033-01-03 23:00:00,0.0,1918.5280000000002,-0.0,-0.0,8000.0,7586973.775047087
2033-01-04 00:00:00,0.0,963.5859999999993,-0.0,-0.0,8000.0,7586011.189047087
2033-01-04 01:00:00,0.0,380.04399999999987,-0.0,-0.0,8000.0,7585632.145047087
2033-01-04 02:00:00,0.0,-9.196999999999207,-0.0,9.196999999999207,8000.0,7585642.342047087
2033-01-04 03:00:00,0.0,-215.66899999999987,-0.0,215.66899999999987,8000.0,7585859.011047087
2033-01-04 04:00:00,0.0,-216.33800000000065,-0.0,216.33800000000065,8000.0,7586076.349047087
2033-01-04 05:00:00,0.0,863.1260000000002,-0.0,-0.0,8000.0,7585214.223047087
2033-01-04 06:00:00,0.0,2223.4579999999987,-0.0,-0.0,8000.0,7582991.765047087
2033-01-04 07:00:00,0.0,2929.8289999999997,-0.0,-0.0,8000.0,7580062.936047087
2033-01-04 08:00:00,0.0,-660.9120000000003,-0.0,660.9120000000003,8000.0,7580724.848047087
2033-01-04 09:00:00,0.0,-3620.7239999999993,-0.0,3620.7239999999993,8000.0,7584346.572047087
2033-01-04 10:00:00,0.0,-3864.5649999999987,-0.0,3864.5649999999987,8000.0,7588212.137047088
2033-01-04 11:00:00,0.0,-4812.472,-0.0,4812.472,8000.0,7593025.609047088
2033-01-04 12:00:00,0.0,-2912.755000000001,-0.0,2912.755000000001,8000.0,7595939.364047088
2033-01-04 13:00:00,0.0,-424.09299999999894,-0.0,424.09299999999894,8000.0,7596364.457047088
2033-01-04 14:00:00,0.0,3502.1609999999982,-0.0,-0.0,8000.0,7592863.296047088
2033-01-04 15:00:00,0.0,7462.785,-0.0,-0.0,8000.0,7585401.511047088
2033-01-04 16:00:00,0.0,7813.853999999999,-0.0,-0.0,8000.0,7577588.657047087
2033-01-04 17:00:00,0.0,7986.286999999999,-0.0,-0.0,8000.0,7569603.370047088
2033-01-04 18:00:00,0.0,8066.384000000001,-0.0,-0.0,8000.0,7561537.986047088
2033-01-04 19:00:00,0.0,8034.685,-0.0,-0.0,8000.0,7553504.301047089
2033-01-04 20:00:00,0.0,7718.793,-0.0,-0.0,8000.0,7545786.508047089
2033-01-04 21:00:00,0.0,6654.103,-0.0,-0.0,8000.0,7539133.405047089
2033-01-04 22:00:00,0.0,5134.811,-0.0,-0.0,8000.0,7533999.594047089
2033-01-04 23:00:00,0.0,1902.643,-0.0,-0.0,8000.0,7532097.951047089
2033-01-05 00:00:00,0.0,1080.2800000000007,-0.0,-0.0,8000.0,7531018.671047089
2033-01-05 01:00:00,0.0,1023.992000000002,-0.0,-0.0,8000.0,7529995.679047089
2033-01-05 02:00:00,0.0,1996.2690000000002,-0.0,-0.0,8000.0,7528000.410047089
2033-01-05 03:00:00,0.0,3375.946,-0.0,-0.0,8000.0,7524625.464047088
2033-01-05 04:00:00,0.0,3683.6859999999997,-0.0,-0.0,8000.0,7520942.7780470885
2033-01-05 05:00:00,0.0,4885.5560000000005,-0.0,-0.0,8000.0,7516058.222047089
2033-01-05 06:00:00,0.0,6209.221000000001,-0.0,-0.0,8000.0,7509850.001047089
2033-01-05 07:00:00,0.0,7001.321,-0.0,-0.0,8000.0,7502849.680047088
2033-01-05 08:00:00,0.0,6431.106000000001,-0.0,-0.0,8000.0,7496419.574047089
2033-01-05 09:00:00,0.0,5519.829000000001,-0.0,-0.0,8000.0,7490900.745047089
2033-01-05 10:00:00,0.0,6098.914000000001,-0.0,-0.0,8000.0,7484802.831047089
2033-01-05 11:00:00,0.0,5305.714,-0.0,-0.0,8000.0,7479498.117047089
2033-01-05 12:00:00,0.0,4974.620999999999,-0.0,-0.0,8000.0,7474524.496047089
2033-01-05 13:00:00,0.0,5662.598,-0.0,-0.0,8000.0,7468862.898047089
2033-01-05 14:00:00,0.0,6574.886,-0.0,-0.0,8000.0,7462289.012047089
2033-01-05 15:00:00,0.0,7666.947,-0.0,-0.0,8000.0,7454623.065047089
2033-01-05 16:00:00,0.0,6834.033000000001,-0.0,-0.0,8000.0,7447790.032047089
2033-01-05 17:00:00,0.0,5999.518,-0.0,-0.0,8000.0,7441791.514047089
2033-01-05 18:00:00,0.0,5417.540000000001,-0.0,-0.0,8000.0,7436374.974047089
2033-01-05 19:00:00,0.0,4612.796,-0.0,-0.0,8000.0,7431763.178047089
2033-01-05 20:00:00,0.0,3357.1859999999997,-0.0,-0.0,8000.0,7428406.992047089
2033-01-05 21:00:00,0.0,2067.913999999999,-0.0,-0.0,8000.0,7426340.078047089
2033-01-05 22:00:00,0.0,1018.6840000000011,-0.0,-0.0,8000.0,7425322.394047089
2033-01-05 23:00:00,0.0,-519.6829999999991,-0.0,519.6829999999991,8000.0,7425843.077047089
2033-01-06 00:00:00,0.0,-280.7560000000003,-0.0,280.7560000000003,8000.0,7426124.833047089
2033-01-06 01:00:00,0.0,1182.8059999999996,-0.0,-0.0,8000.0,7424943.027047089
2033-01-06 02:00:00,0.0,2863.4340000000007,-0.0,-0.0,8000.0,7422080.593047089
2033-01-06 03:00:00,0.0,3578.7700000000004,-0.0,-0.0,8000.0,7418502.823047089
2033-01-06 04:00:00,0.0,1939.614,-0.0,-0.0,8000.0,7416564.209047089
2033-01-06 05:00:00,0.0,1273.4619999999995,-0.0,-0.0,8000.0,7415291.747047089
2033-01-06 06:00:00,0.0,133.8789999999999,-0.0,-0.0,8000.0,7415158.868047089
2033-01-06 07:00:00,0.0,1562.2600000000002,-0.0,-0.0,8000.0,7413597.60804709
2033-01-06 08:00:00,0.0,2925.7249999999985,-0.0,-0.0,8000.0,7410672.88304709
2033-01-06 09:00:00,0.0,3320.5810000000006,-0.0,-0.0,8000.0,7407353.30204709
2033-01-06 10:00:00,0.0,3493.308000000001,-0.0,-0.0,8000.0,7403860.9940470895
2033-01-06 11:00:00,0.0,3140.6220000000003,-0.0,-0.0,8000.0,7400721.372047089
2033-01-06 12:00:00,0.0,3507.0520000000006,-0.0,-0.0,8000.0,7397215.320047089
2033-01-06 13:00:00,0.0,3975.855,-0.0,-0.0,8000.0,7393240.465047088
2033-01-06 14:00:00,0.0,5065.601000000001,-0.0,-0.0,8000.0,7388175.864047089
2033-01-06 15:00:00,0.0,6916.129000000001,-0.0,-0.0,8000.0,7381260.735047089
2033-01-06 16:00:00,0.0,6795.296,-0.0,-0.0,8000.0,7374466.439047089
2033-01-06 17:00:00,0.0,5090.896000000001,-0.0,-0.0,8000.0,7369376.543047089
2033-01-06 18:00:00,0.0,4082.026,-0.0,-0.0,8000.0,7365295.5170470895
2033-01-06 19:00:00,0.0,3568.7220000000016,-0.0,-0.0,8000.0,7361727.795047089
2033-01-06 20:00:00,0.0,2383.3820000000014,-0.0,-0.0,8000.0,7359345.413047089
2033-01-06 21:00:00,0.0,1347.446,-0.0,-0.0,8000.0,7357998.967047089
2033-01-06 22:00:00,0.0,-711.0649999999987,-0.0,711.0649999999987,8000.0,7358711.032047089
2033-01-06 23:00:00,0.0,-543.1399999999994,-0.0,543.1399999999994,8000.0,7359255.172047089
2033-01-07 00:00:00,0.0,-1851.7219999999998,-0.0,1851.7219999999998,8000.0,7361107.894047089
2033-01-07 01:00:00,0.0,-2897.004,-0.0,2897.004,8000.0,7364005.898047089
2033-01-07 02:00:00,0.0,-3698.8199999999997,-0.0,3698.8199999999997,8000.0,7367705.718047089
2033-01-07 03:00:00,0.0,-4013.6940000000004,-0.0,4013.6940000000004,8000.0,7371720.412047089
2033-01-07 04:00:00,0.0,-4357.704,-0.0,4357.704,8000.0,7376079.116047089
2033-01-07 05:00:00,0.0,-4806.649,-0.0,4806.649,8000.0,7380886.765047089
2033-01-07 06:00:00,0.0,-4923.125,-0.0,4923.125,8000.0,7385810.890047089
2033-01-07 07:00:00,0.0,-4607.474,-0.0,4607.474,8000.0,7390419.36404709
2033-01-07 08:00:00,0.0,-4427.578000000001,-0.0,4427.578000000001,8000.0,7394847.942047089
2033-01-07 09:00:00,0.0,-3769.6509999999994,-0.0,3769.6509999999994,8000.0,7398618.593047089
2033-01-07 10:00:00,0.0,-3609.5920000000006,-0.0,3609.5920000000006,8000.0,7402229.185047089
2033-01-07 11:00:00,0.0,-4361.477,-0.0,4361.477,8000.0,7406591.662047089
2033-01-07 12:00:00,0.0,-4006.8689999999992,-0.0,4006.8689999999992,8000.0,7410599.531047089
2033-01-07 13:00:00,0.0,-3610.2700000000013,-0.0,3610.2700000000013,8000.0,7414210.801047089
