date,pol_battery_prod,pol_hydro-reservoir_prod,pol_battery_cons,pol_hydro-reservoir_cons,pol_battery_soc,pol_hydro-reservoir_soc
2025-01-01 00:00:00,0.0,-671.9300000000003,-0.0,671.9300000000003,6400.0,8000672.93
2025-01-01 01:00:00,0.0,-1128.6000000000004,-0.0,1128.6000000000004,6400.0,8001802.529999999
2025-01-01 02:00:00,0.0,-1181.7649999999994,-0.0,1181.7649999999994,6400.0,8002985.294999999
2025-01-01 03:00:00,0.0,-605.6290000000008,-0.0,605.6290000000008,6400.0,8003591.923999999
2025-01-01 04:00:00,0.0,-1160.7260000000006,-0.0,1160.7260000000006,6400.0,8004753.6499999985
2025-01-01 05:00:00,0.0,1421.4779999999992,-0.0,-0.0,6400.0,8003333.171999998
2025-01-01 06:00:00,0.0,2390.4879999999994,-0.0,-0.0,6400.0,8000943.6839999985
2025-01-01 07:00:00,0.0,3879.236000000001,-0.0,-0.0,6400.0,7997065.447999999
2025-01-01 08:00:00,0.0,5071.841,-0.0,-0.0,6400.0,7991994.606999999
2025-01-01 09:00:00,0.0,6150.4400000000005,-0.0,-0.0,6400.0,7985845.1669999985
2025-01-01 10:00:00,0.0,7371.991,-0.0,-0.0,6400.0,7978474.175999998
2025-01-01 11:00:00,0.0,8418.491000000002,-0.0,-0.0,6400.0,7970056.684999998
2025-01-01 12:00:00,0.0,9065.236,-0.0,-0.0,6400.0,7960992.448999998
2025-01-01 13:00:00,0.0,9681.296,-0.0,-0.0,6400.0,7951312.152999998
2025-01-01 14:00:00,0.0,10000.0,-0.0,-0.0,6400.0,7941313.152999998
2025-01-01 15:00:00,0.0,10000.0,-0.0,-0.0,6400.0,7931314.152999998
2025-01-01 16:00:00,0.0,10000.0,-0.0,-0.0,6400.0,7921315.152999998
2025-01-01 17:00:00,0.0,10000.0,-0.0,-0.0,6400.0,7911316.152999998
2025-01-01 18:00:00,0.0,10000.0,-0.0,-0.0,6400.0,7901317.152999998
2025-01-01 19:00:00,0.0,10000.0,-0.0,-0.0,6400.0,7891318.152999998
2025-01-01 20:00:00,0.0,10000.0,-0.0,-0.0,6400.0,7881319.152999998
2025-01-01 21:00:00,0.0,10000.0,-0.0,-0.0,6400.0,7871320.152999998
2025-01-01 22:00:00,0.0,9795.368,-0.0,-0.0,6400.0,7861525.784999998
2025-01-01 23:00:00,0.0,10000.0,-0.0,-0.0,6400.0,7851526.784999998
2025-01-02 00:00:00,0.0,10000.0,-0.0,-0.0,6400.0,7841527.784999998
2025-01-02 01:00:00,0.0,10000.0,-0.0,-0.0,6400.0,7831528.784999998
2025-01-02 02:00:00,0.0,10000.0,-0.0,-0.0,6400.0,7821529.784999998
2025-01-02 03:00:00,0.0,10000.0,-0.0,-0.0,6400.0,7811530.784999998
2025-01-02 04:00:00,0.0,10000.0,-0.0,-0.0,6400.0,7801531.784999998
2025-01-02 05:00:00,0.0,10000.0,-0.0,-0.0,6400.0,7791532.784999998
2025-01-02 06:00:00,0.0,10000.0,-0.0,-0.0,6400.0,7781533.784999998
2025-01-02 07:00:00,62.50300000000061,10000.0,-0.0,-0.0,6334.207368420887,7771534.784999998
2025-01-02 08:00:00,0.0,10000.0,-0.0,-0.0,6334.207368420887,7761535.784999998
2025-01-02 09:00:00,0.0,10000.0,-0.0,-0.0,6334.207368420887,7751536.784999998
2025-01-02 10:00:00,0.0,10000.0,-0.0,-0.0,6334.207368420887,7741537.784999998
2025-01-02 11:00:00,0.0,10000.0,-0.0,-0.0,6334.207368420887,7731538.784999998
2025-01-02 12:00:00,0.0,10000.0,-0.0,-0.0,6334.207368420887,7721539.784999998
2025-01-02 13:00:00,0.0,10000.0,-0.0,-0.0,6334.207368420887,7711540.784999998
2025-01-02 14:00:00,0.0,10000.0,-0.0,-0.0,6334.207368420887,7701541.784999998
2025-01-02 15:00:00,0.0,10000.0,-0.0,-0.0,6334.207368420887,7691542.784999998
2025-01-02 16:00:00,0.0,10000.0,-0.0,-0.0,6334.207368420887,7681543.784999998
2025-01-02 17:00:00,0.0,10000.0,-0.0,-0.0,6334.207368420887,7671544.784999998
2025-01-02 18:00:00,0.0,10000.0,-0.0,-0.0,6334.207368420887,7661545.784999998
2025-01-02 19:00:00,0.0,10000.0,-0.0,-0.0,6334.207368420887,7651546.784999998
2025-01-02 20:00:00,0.0,10000.0,-0.0,-0.0,6334.207368420887,7641547.784999998
2025-01-02 21:00:00,0.0,9301.617,-0.0,-0.0,6334.207368420887,7632247.167999999
2025-01-02 22:00:00,0.0,7201.296,-0.0,-0.0,6334.207368420887,7625046.871999999
2025-01-02 23:00:00,0.0,6132.859,-0.0,-0.0,6334.207368420887,7618915.012999998
2025-01-03 00:00:00,0.0,5698.995,-0.0,-0.0,6334.207368420887,7613217.017999998
2025-01-03 01:00:00,0.0,5462.966,-0.0,-0.0,6334.207368420887,7607755.051999998
2025-01-03 02:00:00,0.0,5649.84,-0.0,-0.0,6334.207368420887,7602106.211999998
2025-01-03 03:00:00,0.0,6430.082999999999,-0.0,-0.0,6334.207368420887,7595677.128999999
2025-01-03 04:00:00,-1753.4659279780135,9298.325927978014,1753.4659279780135,-0.0,8000.0,7586379.80307202
2025-01-03 05:00:00,0.0,9727.103,-0.0,-0.0,8000.0,7576653.70007202
2025-01-03 06:00:00,0.0,10000.0,-0.0,-0.0,8000.0,7566654.70007202
2025-01-03 07:00:00,0.0,10000.0,-0.0,-0.0,8000.0,7556655.70007202
2025-01-03 08:00:00,0.0,10000.0,-0.0,-0.0,8000.0,7546656.70007202
2025-01-03 09:00:00,0.0,8177.562,-0.0,-0.0,8000.0,7538480.13807202
2025-01-03 10:00:00,0.0,6895.351000000002,-0.0,-0.0,8000.0,7531585.787072021
2025-01-03 11:00:00,0.0,6558.219999999999,-0.0,-0.0,8000.0,7525028.567072021
2025-01-03 12:00:00,0.0,7218.048999999999,-0.0,-0.0,8000.0,7517811.518072021
2025-01-03 13:00:00,0.0,8974.429,-0.0,-0.0,8000.0,7508838.089072022
2025-01-03 14:00:00,0.0,10000.0,-0.0,-0.0,8000.0,7498839.089072022
2025-01-03 15:00:00,0.0,10000.0,-0.0,-0.0,8000.0,7488840.089072022
2025-01-03 16:00:00,0.0,10000.0,-0.0,-0.0,8000.0,7478841.089072022
