date,ibe_battery_prod,ibe_hydro-reservoir_prod,ibe_hydro-pumped_prod,ibe_battery_cons,ibe_hydro-reservoir_cons,ibe_hydro-pumped_cons,ibe_battery_soc,ibe_hydro-reservoir_soc,ibe_hydro-pumped_soc
2025-01-08 09:00:00,0.0,15179.0,8825.360669999998,-0.0,-0.0,-0.0,-0.0,11870519.23849,6047186.677379998
2025-01-08 10:00:00,0.0,15179.0,2692.5248999999967,-0.0,-0.0,-0.0,-0.0,11855341.23849,6044495.152479999
2025-01-08 11:00:00,0.0,15179.0,-2540.9080599999998,-0.0,-0.0,2540.9080599999998,-0.0,11840163.23849,6047037.060539999
2025-01-08 12:00:00,0.0,15179.0,-5719.941759999998,-0.0,-0.0,5719.941759999998,-0.0,11824985.23849,6052758.002299999
2025-01-08 13:00:00,0.0,15179.0,-8068.25848,-0.0,-0.0,8068.25848,-0.0,11809807.23849,6060827.260779999
2025-01-08 14:00:00,0.0,14853.592390000002,-10119.0,-0.0,-0.0,10119.0,-0.0,11794954.6461,6070947.260779999
2025-01-08 15:00:00,0.0,15179.0,-7054.50585,-0.0,-0.0,7054.50585,-0.0,11779776.6461,6078002.7666299995
2025-01-08 16:00:00,0.0,15179.0,-1062.1186000000016,-0.0,-0.0,1062.1186000000016,-0.0,11764598.6461,6079065.885229999
2025-01-08 17:00:00,0.0,15179.0,5207.860789999999,-0.0,-0.0,-0.0,-0.0,11749420.6461,6073859.024439999
2025-01-08 18:00:00,0.0,15179.0,10119.0,-0.0,-0.0,-0.0,-0.0,11734242.6461,6063741.024439999
2025-01-08 19:00:00,0.0,15179.0,10119.0,-0.0,-0.0,-0.0,-0.0,11719064.6461,6053623.024439999
2025-01-08 20:00:00,0.0,15179.0,9849.1004,-0.0,-0.0,-0.0,-0.0,11703886.6461,6043774.924039999
2025-01-08 21:00:00,0.0,15179.0,6971.83424,-0.0,-0.0,-0.0,-0.0,11688708.6461,6036804.089799999
2025-01-08 22:00:00,0.0,15179.0,759.4312000000009,-0.0,-0.0,-0.0,-0.0,11673530.6461,6036045.658599999
2025-01-08 23:00:00,0.0,15179.0,-3931.9033999999974,-0.0,-0.0,3931.9033999999974,-0.0,11658352.6461,6039978.561999999
2025-01-09 00:00:00,0.0,15179.0,-8688.637239999998,-0.0,-0.0,8688.637239999998,-0.0,11643174.6461,6048668.199239999
