date,ben_hard_coal,ben_gas,ben_oil,ben_other_non_renewables,ben_biomass,ben_nuclear,ben_wind_onshore,ben_wind_offshore,ben_solar_pv,ben_other-renewables,ben_failure
2025-01-02 21:00:00,1833.1579999999994,18500.9,-0.0,-0.0,2088.16,-0.0,1307.766,1713.396,-0.0,1009.62,-0.0
2025-01-02 22:00:00,1785.4591999999975,18500.9,-0.0,-0.0,2088.16,-0.0,1046.2128,1276.648,-0.0,1009.62,-0.0
2025-01-02 23:00:00,2670.99,18500.9,-0.0,-0.0,2088.16,1128.3460500000006,1078.90695,1033.077,-0.0,1009.62,-0.0
2025-01-03 00:00:00,2517.2466999999997,18500.9,-0.0,-0.0,2088.16,-0.0,1155.1933,1007.88,-0.0,1009.62,-0.0
2025-01-03 01:00:00,1075.0029500000019,18500.9,-0.0,-0.0,2088.16,-0.0,1318.66405,1234.653,-0.0,1009.62,-0.0
2025-01-03 02:00:00,61.04554999999891,18500.9,-0.0,-0.0,2088.16,-0.0,1405.84845,1461.426,-0.0,1009.62,-0.0
2025-01-03 03:00:00,-0.0,18301.96625,-0.0,-0.0,2088.16,-0.0,1471.23675,1537.017,-0.0,1009.62,-0.0
2025-01-03 04:00:00,380.77300000000105,18500.9,-0.0,-0.0,2088.16,-0.0,1525.727,1511.82,-0.0,1009.62,-0.0
2025-01-03 05:00:00,1596.1114500000003,18500.9,-0.0,-0.0,2088.16,-0.0,1645.60555,1654.603,-0.0,1009.62,-0.0
2025-01-03 06:00:00,2670.99,18500.9,-0.0,-0.0,2088.16,363.66190000000074,1765.4841,1814.184,-0.0,1009.62,-0.0
2025-01-03 07:00:00,2670.99,18500.9,-0.0,-0.0,2088.16,638.9884500000007,1863.56655,1889.775,-0.0,1009.62,-0.0
2025-01-03 08:00:00,2670.99,18500.9,-0.0,-0.0,2088.16,3951.4913000000006,1896.2607,1864.578,-0.0,1009.62,-0.0
2025-01-03 09:00:00,513.0587300000043,18500.9,-0.0,-0.0,2088.16,-0.0,1907.15875,1872.977,7088.12552,1009.62,-0.0
2025-01-03 10:00:00,-0.0,14003.03603,-0.0,-0.0,2088.16,-0.0,1296.86795,1696.598,13074.71802,1009.62,-0.0
2025-01-03 11:00:00,-0.0,10758.206670000001,-0.0,-0.0,2088.16,-0.0,1144.29525,1671.401,16379.31708,1009.62,-0.0
2025-01-03 12:00:00,-0.0,10494.099990000002,-0.0,-0.0,2088.16,-0.0,1122.49915,1830.982,16235.63886,1009.62,-0.0
2025-01-03 13:00:00,-0.0,13029.24298,-0.0,-0.0,2088.16,-0.0,1220.5816,2099.75,13553.64542,1009.62,-0.0
2025-01-03 14:00:00,-0.0,17024.69719,-0.0,-0.0,2088.16,-0.0,1296.86795,2292.927,9051.72786,1009.62,-0.0
2025-01-03 15:00:00,2670.99,18500.9,-0.0,-0.0,2088.16,273.1610500000015,1471.23675,2410.513,3831.4192,1009.62,-0.0
2025-01-03 16:00:00,2670.99,18500.9,-0.0,-0.0,2088.16,2973.554900000001,1765.4841,2595.291,-0.0,1009.62,-0.0
2025-01-03 17:00:00,2670.99,18500.9,-0.0,-0.0,2088.16,2072.4878000000003,2223.2022,3023.64,-0.0,1009.62,-0.0
2025-01-03 18:00:00,2670.99,18500.9,-0.0,-0.0,2088.16,144.72205000000076,2604.63395,3577.974,-0.0,1009.62,-0.0
2025-01-03 19:00:00,486.7524000000012,18500.9,-0.0,-0.0,2088.16,-0.0,2964.2696,4216.298,-0.0,1009.62,-0.0
2025-01-03 20:00:00,-0.0,16558.08795,-0.0,-0.0,2088.16,-0.0,3280.31305,4879.819,-0.0,1009.62,-0.0
2025-01-03 21:00:00,-0.0,14802.9163,-0.0,-0.0,2088.16,-0.0,3639.9487,5417.355,-0.0,1009.62,-0.0
2025-01-03 22:00:00,-0.0,13606.4126,-0.0,-0.0,2088.16,-0.0,4010.4824,5669.325,-0.0,1009.62,-0.0
2025-01-03 23:00:00,-0.0,13963.9151,-0.0,-0.0,2088.16,-0.0,4337.4239,6038.881,-0.0,1009.62,-0.0
2025-01-04 00:00:00,-0.0,12487.834550000003,-0.0,-0.0,2088.16,-0.0,4457.30245,6022.083,-0.0,1009.62,-0.0
2025-01-04 01:00:00,-0.0,11435.652550000003,-0.0,-0.0,2088.16,-0.0,4457.30245,6173.265,-0.0,1009.62,-0.0
2025-01-04 02:00:00,-0.0,10153.447100000001,-0.0,-0.0,2088.16,-0.0,4773.3459,6492.427,-0.0,1009.62,-0.0
2025-01-04 03:00:00,-0.0,9833.103300000002,-0.0,-0.0,2088.16,-0.0,4947.7147,6702.402,-0.0,1009.62,-0.0
2025-01-04 04:00:00,-0.0,10110.573900000001,-0.0,-0.0,2088.16,-0.0,5252.8601,6836.786,-0.0,1009.62,-0.0
2025-01-04 05:00:00,-0.0,11121.959450000002,-0.0,-0.0,2088.16,-0.0,5568.90355,7080.357,-0.0,1009.62,-0.0
2025-01-04 06:00:00,-0.0,12314.25305,-0.0,-0.0,2088.16,-0.0,5874.04895,7407.918,-0.0,1009.62,-0.0
2025-01-04 07:00:00,-0.0,12313.70535,-0.0,-0.0,2088.16,-0.0,6026.62165,7617.893,-0.0,1009.62,-0.0
2025-01-04 08:00:00,-0.0,15533.74555,-0.0,-0.0,2088.16,-0.0,6200.99045,7693.484,-0.0,1009.62,-0.0
2025-01-04 09:00:00,-0.0,15262.892420000004,-0.0,-0.0,2088.16,-0.0,6320.869,7710.282,814.17658,1009.62,-0.0
2025-01-04 10:00:00,-0.0,14884.940280000003,-0.0,-0.0,2088.16,-0.0,5950.3353,7693.484,1580.46042,1009.62,-0.0
2025-01-04 11:00:00,-0.0,14989.336990000003,-0.0,-0.0,2088.16,-0.0,5852.25285,7752.277,1628.35316,1009.62,-0.0
2025-01-04 12:00:00,-0.0,15025.602180000002,-0.0,-0.0,2088.16,-0.0,5906.7431,7743.878,1340.99672,1009.62,-0.0
2025-01-04 13:00:00,-0.0,15318.970680000002,-0.0,-0.0,2088.16,-0.0,6102.908,7794.272,862.06932,1009.62,-0.0
2025-01-04 14:00:00,-0.0,16012.75833,-0.0,-0.0,2088.16,-0.0,5830.45675,7869.863,383.14192,1009.62,-0.0
2025-01-04 15:00:00,-0.0,16441.924010000002,-0.0,-0.0,2088.16,-0.0,5503.51525,7659.888,47.89274,1009.62,-0.0
2025-01-04 16:00:00,-0.0,16643.16365,-0.0,-0.0,2088.16,-0.0,5307.35035,7508.706,-0.0,1009.62,-0.0
2025-01-04 17:00:00,-0.0,16551.464500000002,-0.0,-0.0,2088.16,-0.0,5340.0445,7466.711,-0.0,1009.62,-0.0
2025-01-04 18:00:00,-0.0,15597.6653,-0.0,-0.0,2088.16,-0.0,5383.6367,7407.918,-0.0,1009.62,-0.0
2025-01-04 19:00:00,-0.0,14328.573350000002,-0.0,-0.0,2088.16,-0.0,5372.73865,7491.908,-0.0,1009.62,-0.0
2025-01-04 20:00:00,-0.0,13202.518649999998,-0.0,-0.0,2088.16,-0.0,5089.38935,7458.312,-0.0,1009.62,-0.0
2025-01-04 21:00:00,-0.0,12707.546400000001,-0.0,-0.0,2088.16,-0.0,4707.9576,7424.716,-0.0,1009.62,-0.0
2025-01-04 22:00:00,-0.0,12490.353150000003,-0.0,-0.0,2088.16,-0.0,4108.56485,7542.302,-0.0,1009.62,-0.0
2025-01-04 23:00:00,-0.0,13830.394200000002,-0.0,-0.0,2088.16,-0.0,3879.7058,7391.12,-0.0,1009.62,-0.0
2025-01-05 00:00:00,-0.0,12816.1144,-0.0,-0.0,2088.16,-0.0,3618.1526,7113.953,-0.0,1009.62,-0.0
2025-01-05 01:00:00,-0.0,11973.1063,-0.0,-0.0,2088.16,-0.0,3639.9487,7013.165,-0.0,1009.62,-0.0
2025-01-05 02:00:00,-0.0,11145.232050000002,-0.0,-0.0,2088.16,-0.0,3694.43895,7147.549,-0.0,1009.62,-0.0
2025-01-05 03:00:00,-0.0,10721.572400000001,-0.0,-0.0,2088.16,-0.0,3836.1136,7273.534,-0.0,1009.62,-0.0
2025-01-05 04:00:00,-0.0,11344.1643,-0.0,-0.0,2088.16,-0.0,4075.8707,6845.185,-0.0,1009.62,-0.0
2025-01-05 05:00:00,-0.0,12815.450150000004,-0.0,-0.0,2088.16,-0.0,4108.56485,6677.205,-0.0,1009.62,-0.0
2025-01-05 06:00:00,-0.0,14473.729600000002,-0.0,-0.0,2088.16,-0.0,4010.4824,6652.008,-0.0,1009.62,-0.0
2025-01-05 07:00:00,-0.0,13968.459450000002,-0.0,-0.0,2088.16,-0.0,4043.17655,6853.584,-0.0,1009.62,-0.0
2025-01-05 08:00:00,-0.0,16589.48965,-0.0,-0.0,2088.16,-0.0,4217.54535,6845.185,-0.0,1009.62,-0.0
2025-01-05 09:00:00,-0.0,11682.192110000004,-0.0,-0.0,2088.16,-0.0,4282.93365,6643.609,6034.48524,1009.62,-0.0
2025-01-05 10:00:00,-0.0,7382.286800000002,-0.0,-0.0,2088.16,-0.0,4381.0161,6903.978,10296.9391,1009.62,-0.0
2025-01-05 11:00:00,-0.0,4500.599610000004,-0.0,-0.0,2088.16,-0.0,4849.63225,6861.983,12500.00514,1009.62,-0.0
2025-01-05 12:00:00,-0.0,4725.807980000001,-0.0,-0.0,2088.16,-0.0,4969.5108,6400.038,12116.86322,1009.62,-0.0
2025-01-05 13:00:00,-0.0,8317.062459999997,-0.0,-0.0,2088.16,-0.0,4533.5888,5644.128,9626.44074,1009.62,-0.0
2025-01-05 14:00:00,-0.0,12607.77414,-0.0,-0.0,2088.16,-0.0,4315.6278,5190.582,5699.23606,1009.62,-0.0
2025-01-05 15:00:00,-0.0,16090.069180000002,-0.0,-0.0,2088.16,-0.0,4381.0161,5560.138,1340.99672,1009.62,-0.0
2025-01-05 16:00:00,-0.0,17387.677600000003,-0.0,-0.0,2088.16,-0.0,4446.4044,5560.138,-0.0,1009.62,-0.0
2025-01-05 17:00:00,-0.0,17077.07505,-0.0,-0.0,2088.16,-0.0,4784.24395,5870.901,-0.0,1009.62,-0.0
2025-01-05 18:00:00,-0.0,15189.125900000003,-0.0,-0.0,2088.16,-0.0,5034.8991,6761.195,-0.0,1009.62,-0.0
2025-01-05 19:00:00,-0.0,13434.52145,-0.0,-0.0,2088.16,-0.0,5350.94255,7088.756,-0.0,1009.62,-0.0
2025-01-05 20:00:00,-0.0,11542.808850000001,-0.0,-0.0,2088.16,-0.0,5699.68015,7298.731,-0.0,1009.62,-0.0
2025-01-05 21:00:00,-0.0,9938.74385,-0.0,-0.0,2088.16,-0.0,6353.56315,7449.913,-0.0,1009.62,-0.0
2025-01-05 22:00:00,-0.0,8592.5774,-0.0,-0.0,2088.16,-0.0,6887.5676,7769.075,-0.0,1009.62,-0.0
2025-01-05 23:00:00,-0.0,8357.844800000003,-0.0,-0.0,2088.16,-0.0,7236.3052,7811.07,-0.0,1009.62,-0.0
2025-01-06 00:00:00,-0.0,6668.946950000001,-0.0,-0.0,2088.16,-0.0,7421.57205,7550.701,-0.0,1009.62,-0.0
2025-01-06 01:00:00,-0.0,6926.6986000000015,-0.0,-0.0,2088.16,-0.0,7279.8974,6517.624,-0.0,1009.62,-0.0
2025-01-06 02:00:00,-0.0,7110.435550000002,-0.0,-0.0,2088.16,-0.0,6854.87345,5786.911,-0.0,1009.62,-0.0
2025-01-06 03:00:00,-0.0,8445.397250000002,-0.0,-0.0,2088.16,-0.0,6048.41775,4997.405,-0.0,1009.62,-0.0
2025-01-06 04:00:00,-0.0,11089.635150000002,-0.0,-0.0,2088.16,-0.0,4980.40885,3561.176,-0.0,1009.62,-0.0
2025-01-06 05:00:00,-0.0,13637.702250000002,-0.0,-0.0,2088.16,-0.0,3868.80775,2435.71,-0.0,1009.62,-0.0
2025-01-06 06:00:00,-0.0,15877.735700000001,-0.0,-0.0,2088.16,-0.0,2898.8813,1654.603,-0.0,1009.62,-0.0
2025-01-06 07:00:00,51.550350000001345,18500.9,-0.0,-0.0,2088.16,-0.0,2103.32365,1293.446,-0.0,1009.62,-0.0
2025-01-06 08:00:00,2670.99,18500.9,-0.0,-0.0,2088.16,226.82235000000082,1449.44065,1117.067,-0.0,1009.62,-0.0
2025-01-06 09:00:00,2670.99,18500.9,-0.0,-0.0,2088.16,2188.0814800000007,1002.6206,957.486,383.14192,1009.62,-0.0
2025-01-06 10:00:00,2670.99,18500.9,-0.0,-0.0,2088.16,2359.6885500000008,708.37325,957.486,1436.7822,1009.62,-0.0
2025-01-06 11:00:00,2670.99,18500.9,-0.0,-0.0,2088.16,1749.9261600000004,523.1064,806.304,2681.99344,1009.62,-0.0
2025-01-06 12:00:00,2670.99,18500.9,-0.0,-0.0,2088.16,664.0363600000007,610.2908,991.082,3160.92084,1009.62,-0.0
2025-01-06 13:00:00,2490.480749999999,18500.9,-0.0,-0.0,2088.16,-0.0,686.57715,1394.234,3113.0281,1009.62,-0.0
2025-01-06 14:00:00,1871.29623,18500.9,-0.0,-0.0,2088.16,-0.0,773.76155,2124.947,2538.31522,1009.62,-0.0
2025-01-06 15:00:00,2670.99,18500.9,-0.0,-0.0,2088.16,1337.5787700000008,795.55765,1537.017,814.17658,1009.62,-0.0
2025-01-06 16:00:00,2670.99,18500.9,-0.0,-0.0,2088.16,2693.9730500000005,860.94595,1587.411,-0.0,1009.62,-0.0
2025-01-06 17:00:00,2670.99,18500.9,-0.0,-0.0,2088.16,3844.2858000000006,915.4362,1612.608,-0.0,1009.62,-0.0
2025-01-06 18:00:00,2670.99,18500.9,-0.0,-0.0,2088.16,3165.331,1089.805,1730.194,-0.0,1009.62,-0.0
2025-01-06 19:00:00,2670.99,18500.9,-0.0,-0.0,2088.16,2460.710200000001,1264.1738,1293.446,-0.0,1009.62,-0.0
2025-01-06 20:00:00,2670.99,18500.9,-0.0,-0.0,2088.16,1711.862700000001,1155.1933,1058.274,-0.0,1009.62,-0.0
2025-01-06 21:00:00,2670.99,18500.9,-0.0,-0.0,2088.16,697.5011000000009,1068.0089,1511.82,-0.0,1009.62,-0.0
2025-01-06 22:00:00,2439.9241,18500.9,-0.0,-0.0,2088.16,-0.0,1285.9699,1461.426,-0.0,1009.62,-0.0
2025-01-06 23:00:00,1656.8002500000002,18500.9,-0.0,-0.0,2088.16,-0.0,1253.27575,1310.244,-0.0,1009.62,-0.0
2025-01-07 00:00:00,343.172849999999,18500.9,-0.0,-0.0,2088.16,-0.0,1122.49915,1276.648,-0.0,1009.62,-0.0
2025-01-07 01:00:00,-0.0,17474.736950000002,-0.0,-0.0,2088.16,-0.0,1100.70305,1847.78,-0.0,1009.62,-0.0
2025-01-07 02:00:00,-0.0,16346.875800000002,-0.0,-0.0,2088.16,-0.0,1133.3972,2124.947,-0.0,1009.62,-0.0
2025-01-07 03:00:00,-0.0,16086.492500000004,-0.0,-0.0,2088.16,-0.0,1198.7855,2166.942,-0.0,1009.62,-0.0
2025-01-07 04:00:00,-0.0,16299.4623,-0.0,-0.0,2088.16,-0.0,1024.4167,2175.341,-0.0,1009.62,-0.0
2025-01-07 05:00:00,-0.0,15338.822600000003,-0.0,-0.0,2088.16,-0.0,1176.9894,3292.408,-0.0,1009.62,-0.0
2025-01-07 06:00:00,-0.0,14666.939900000001,-0.0,-0.0,2088.16,-0.0,1547.5231,3720.757,-0.0,1009.62,-0.0
2025-01-07 07:00:00,-0.0,15541.067750000002,-0.0,-0.0,2088.16,-0.0,1798.17825,3577.974,-0.0,1009.62,-0.0
2025-01-07 08:00:00,-0.0,16449.544550000002,-0.0,-0.0,2088.16,-0.0,2059.73145,3829.944,-0.0,1009.62,-0.0
2025-01-07 09:00:00,-0.0,17028.54277,-0.0,-0.0,2088.16,-0.0,2321.28465,3225.216,814.17658,1009.62,-0.0
2025-01-07 10:00:00,-0.0,17362.713950000005,-0.0,-0.0,2088.16,-0.0,2277.69245,2486.104,1915.7096,1009.62,-0.0
2025-01-07 11:00:00,-0.0,16525.700670000002,-0.0,-0.0,2088.16,-0.0,1972.54705,2561.695,3448.27728,1009.62,-0.0
2025-01-07 12:00:00,-0.0,16216.355970000004,-0.0,-0.0,2088.16,-0.0,1732.78995,2166.942,4406.13208,1009.62,-0.0
2025-01-07 13:00:00,-0.0,17238.176120000004,-0.0,-0.0,2088.16,-0.0,1809.0763,2066.154,3208.81358,1009.62,-0.0
2025-01-07 14:00:00,691.6243900000009,18500.9,-0.0,-0.0,2088.16,-0.0,1340.46015,2133.346,1388.88946,1009.62,-0.0
2025-01-07 15:00:00,2113.3081600000005,18500.9,-0.0,-0.0,2088.16,-0.0,1111.6011,2368.518,47.89274,1009.62,-0.0
2025-01-07 16:00:00,2670.99,18500.9,-0.0,-0.0,2088.16,786.293550000001,1187.88745,2108.149,-0.0,1009.62,-0.0
2025-01-07 17:00:00,2670.99,18500.9,-0.0,-0.0,2088.16,2869.3087500000006,1362.25625,1973.765,-0.0,1009.62,-0.0
2025-01-07 18:00:00,2670.99,18500.9,-0.0,-0.0,2088.16,2498.978250000001,1689.19775,2066.154,-0.0,1009.62,-0.0
2025-01-07 19:00:00,2670.99,18500.9,-0.0,-0.0,2088.16,825.4662500000009,1907.15875,2477.705,-0.0,1009.62,-0.0
2025-01-07 20:00:00,1127.8089499999987,18500.9,-0.0,-0.0,2088.16,-0.0,1972.54705,3661.964,-0.0,1009.62,-0.0
2025-01-07 21:00:00,-0.0,17041.440300000002,-0.0,-0.0,2088.16,-0.0,2332.1827,5064.597,-0.0,1009.62,-0.0
2025-01-07 22:00:00,-0.0,16209.841400000001,-0.0,-0.0,2088.16,-0.0,2528.3476,4779.031,-0.0,1009.62,-0.0
2025-01-07 23:00:00,-0.0,14412.524699999998,-0.0,-0.0,2088.16,-0.0,2898.8813,4921.814,-0.0,1009.62,-0.0
2025-01-08 00:00:00,-0.0,12562.600100000001,-0.0,-0.0,2088.16,-0.0,3247.6189,5031.001,-0.0,1009.62,-0.0
2025-01-08 01:00:00,-0.0,11731.408300000001,-0.0,-0.0,2088.16,-0.0,3421.9877,4837.824,-0.0,1009.62,-0.0
2025-01-08 02:00:00,-0.0,10820.2251,-0.0,-0.0,2088.16,-0.0,3465.5799,4913.415,-0.0,1009.62,-0.0
2025-01-08 03:00:00,-0.0,9977.03275,-0.0,-0.0,2088.16,-0.0,3759.82725,5375.36,-0.0,1009.62,-0.0
2025-01-08 04:00:00,-0.0,10398.573900000001,-0.0,-0.0,2088.16,-0.0,3945.0941,5442.552,-0.0,1009.62,-0.0
2025-01-08 05:00:00,-0.0,12728.416750000002,-0.0,-0.0,2088.16,-0.0,3759.82725,5240.976,-0.0,1009.62,-0.0
2025-01-08 06:00:00,-0.0,14933.317200000001,-0.0,-0.0,2088.16,-0.0,3661.7448,5392.158,-0.0,1009.62,-0.0
2025-01-08 07:00:00,-0.0,15708.720000000001,-0.0,-0.0,2088.16,-0.0,3705.337,5350.163,-0.0,1009.62,-0.0
2025-01-08 08:00:00,1009.179500000002,18500.9,-0.0,-0.0,2088.16,-0.0,3596.3565,5173.784,-0.0,1009.62,-0.0
2025-01-08 09:00:00,1877.3612600000015,18500.9,-0.0,-0.0,2088.16,-0.0,3334.8033,5047.799,287.35644,1009.62,-0.0
2025-01-08 10:00:00,1475.229330000002,18500.9,-0.0,-0.0,2088.16,-0.0,2975.16765,5123.39,1101.53302,1009.62,-0.0
2025-01-08 11:00:00,113.99130999999761,18500.9,-0.0,-0.0,2088.16,-0.0,3127.74035,5156.986,1963.60234,1009.62,-0.0
2025-01-08 12:00:00,-0.0,17805.332290000002,-0.0,-0.0,2088.16,-0.0,3149.53645,4980.607,2346.74426,1009.62,-0.0
2025-01-08 13:00:00,343.0968700000012,18500.9,-0.0,-0.0,2088.16,-0.0,2996.96375,4804.228,1772.03138,1009.62,-0.0
2025-01-08 14:00:00,1402.4000500000002,18500.9,-0.0,-0.0,2088.16,-0.0,2648.22615,4711.839,957.8548,1009.62,-0.0
2025-01-08 15:00:00,1926.7626200000013,18500.9,-0.0,-0.0,2088.16,-0.0,2593.7359,4737.036,95.78548,1009.62,-0.0
2025-01-08 16:00:00,1955.5099999999984,18500.9,-0.0,-0.0,2088.16,-0.0,2615.532,4384.278,-0.0,1009.62,-0.0
2025-01-08 17:00:00,2629.5198500000006,18500.9,-0.0,-0.0,2088.16,-0.0,2430.26515,3905.535,-0.0,1009.62,-0.0
2025-01-08 18:00:00,2275.9437,18500.9,-0.0,-0.0,2088.16,-0.0,2244.9983,3544.378,-0.0,1009.62,-0.0
2025-01-08 19:00:00,1228.802249999997,18500.9,-0.0,-0.0,2088.16,-0.0,2125.11975,3376.398,-0.0,1009.62,-0.0
2025-01-08 20:00:00,-0.0,18151.582700000003,-0.0,-0.0,2088.16,-0.0,2027.0373,3359.6,-0.0,1009.62,-0.0
2025-01-08 21:00:00,-0.0,17012.30185,-0.0,-0.0,2088.16,-0.0,1994.34315,3569.575,-0.0,1009.62,-0.0
2025-01-08 22:00:00,-0.0,15793.067900000002,-0.0,-0.0,2088.16,-0.0,1983.4451,4140.707,-0.0,1009.62,-0.0
2025-01-08 23:00:00,-0.0,17304.37685,-0.0,-0.0,2088.16,-0.0,1994.34315,4199.5,-0.0,1009.62,-0.0
2025-01-09 00:00:00,-0.0,15667.98975,-0.0,-0.0,2088.16,-0.0,2016.13925,4275.091,-0.0,1009.62,-0.0
